id,name,vendor,type,segment,condition,warranty_tag,cpu,ram,ssd,gpu,screen,price,compare_at,stock_tracked,qty,url
44712684,[New100%] Laptop Lenovo LOQ 2024 15IAX9  Core i5-12450HX | 12GB | 512GB | RTX 2050 4GB | 15.6 inch FHD 144Hz,Lenovo,Laptop,Gaming,Mới,12 Tháng,Intel Core i5-13420H,8GB DDR5 5200MHz,512GB  NVMe PCIe,NVIDIA RTX 3050 6GB,15.6 inch FHD 144hz,17680000,21560000,yes,-1,https://laptoptv.vn/new100-laptop-lenovo-loq-2024-15iax9-core-i5-12450hx-12gb-512gb-rtx-2050-4gb-15-6-inch-fhd-144hz
46690330,[New100%] Laptop MSI Thin 15 B13UC 2081VN Core i5-13420H | 16GB | 512GB | RTX 3050 4GB | 15.6 inch FHD 144Hz | Win 11,MSI,Laptop,Gaming,Mới,12 Tháng,Intel Core i5-13420H,8GB DDR4,SSD 512GB NVMe,Nvidia GeForce RTX 3050 4GB,15.6 inch FHD 144hz,17890000,25660000,no,0,https://laptoptv.vn/new100-laptop-msi-thin-15-b13uc-2081vn-core-i5-13420h-16gb-512gb-rtx-3050-4gb-15-6-inch-fhd-144hz-win-11
54408668,[New100%] Laptop Lenovo LOQ 15 2023 Core i5-13420H | 8GB | 512GB | RTX 3050 6GB |15.6 inch 144Hz,Lenovo,Laptop,Gaming,Mới,12 Tháng,Intel Core i5-13420H,8GB DDR5 5200MHz,,NVIDIA RTX 3050 6GB,15.6 inch FHD 144hz,18180000,26490000,no,0,https://laptoptv.vn/new100-laptop-lenovo-loq-15-2023-core-i5-13420h-8gb-512gb-rtx-3050-6gb-15-6-inch-144hz
44712738,Laptop cũ Gaming Asus TUF F17 Core i5-11260H | 16GB | 512GB | RTX 3050TI | 17 inch FHD 144hz,Asus,Laptop,Gaming,Cũ,6 Tháng,Intel Core i5-11260H,8GB DDR4,512GB NVMe PCIe,NVIDIA RTX 3050TI,17 inch FHD 144Hz,18460000,21980000,no,0,https://laptoptv.vn/asus-tuf-f17-core-i5-11260h-8gb-512gb-rtx-3050ti
44712714,[Like New] Acer Nitro 5 Tiger Core i5-12500H | 16GB | 512GB | RTX 3050 | 15.6 inch FHD 144Hz,Acer,Laptop,Gaming,Likenew,6 Tháng,Intel Core i5 - 12500H,16GB DDR4,512GB NVMe PCIe,NVIDIA RTX 3050,15.6 inch FHD 144hz,18680000,21560000,yes,2,https://laptoptv.vn/acer-nitro-5-tiger-core-i5-12500h-16gb-512gb-3050-165hz
44712699,Like new Acer Nitro 5 AN515-57 Core i7-11800H | 16GB | 512GB | RTX3050 | 15.6 inch FHD,Acer,Laptop,Gaming,Likenew,6 Tháng,Intel Core i7 - 11800H,16GB DDR4,512GB NVMe PCIe,NVIDIA RTX3050,15.6 inch FHD,18690000,21560000,no,0,https://laptoptv.vn/acer-nitro-5-an515-57-core-i7-11800h-8gb-512gb-rtx3050ti
73581363,HP OMEN 16-B0004T | Core i7-11800H | 16GB | 512GB | RTX 3050Ti | 16.1 FHD,HP,Laptop,Gaming,Mới,12 Tháng,Core i7-11800H,16GB DDR4,512GB M.2 NVMe,RTX 3050Ti,16 inch FHD,18880000,0,no,0,https://laptoptv.vn/hp-omen-16-b0004t-core-i7-11800h-16gb-512gb-rtx-3050ti-16-1-fhd
44712678,Laptop cũ Dell Gaming G15 5511 Core i7-11800H | 8GB | 512GB | RTX 3050TI | 15.6 inch 165Hz,Dell,Laptop,Gaming,Cũ,6 Tháng,Intel Core i7-11800H,16GB DDR4,512GB M.2 PCIe NVMe,NVIDIA RTX 3060 6GB,15.6 inch FHD 165Hz,18880000,22690000,no,0,https://laptoptv.vn/dell-gaming-g15-5511-core-i7-11800h-16gb-512gb-3060-15-6-inch-165hz
44712590,[New 100%] Laptop HP Victus 15-fa1093dx Core i5-13420H | 8GB | 512GB | RTX 3050 6GB | 15.6 inch FHD 120Hz,HP,Laptop,Gaming,Mới,12 Tháng,Intel Core i5-13420H,8GB DDR4,256GB NVMe PCIe,NVIDIA RTX 3050 6GB,15.6 inch FHD,18890000,20780000,no,0,https://laptoptv.vn/hp-victus-15-fa1093dx-core-i5-13420h-8gb-512gb-3050-6gb
44712898,Laptop cũ Asus TUF A15 Ryzen 5-5600H | 16GB | 512G | RTX 3050TI | 15.6 inch FHD 144Hz,Asus,Laptop,Gaming,Cũ,6 Tháng,AMD Ryzen 5-5600H,16GB DDR4,512GB NVMe,RTX 3050Ti,15.6 inch 144Hz,19750000,22750000,no,0,https://laptoptv.vn/asus-tuf-a15-ryzen-5-5600h-16gb-512g-rtx-3050ti-man-hinh-15-6-inch
44712785,[New100%] Laptop Lenovo LOQ 2024 15IAX9 83GS001RVN Core i5-12450HX | 12GB | 512GB | RTX 3050 6GB | 15.6 inch FHD 144Hz,Lenovo,Laptop,Gaming,Mới,12 Tháng,Intel core i5-12450HX,12GB DDR4,512GB NVMe,Nvidia RTX 3060,15 inch,19990000,20890000,yes,-1,https://laptoptv.vn/new100-laptop-lenovo-loq-2024-15iax9-83gs001rvn-core-i5-12450hx-12gb-512gb-rtx-3050-6gb-15-6-fhd-144hz
44712736,Laptop Gaming Asus TUF Dash F15 Core i7-12650H 15.6 inch FHD,Asus,Laptop,Gaming,Mới,12 Tháng,Intel Core i7-12650H,16GB DDR4,512GB M.2 PCIe NVMe,NVIDIA RTX 3060,15.6 inch FHD,19990000,30990000,no,0,https://laptoptv.vn/asus-tuf-dash-f15-core-i7-12650h-16gb-512gb-rtx-3060
62021664,[New100%] Lenovo Ideapad Slim 3 15 2025 AMD Zyzen 7-8745HS | 16GB | 512GB | 15.1 inch 2K+ OLED 165Hz,Lenovo,Laptop,Cao cấp,Mới,12 Tháng,AMD Ryzen 7-8745HS,16GB DDR4,512GB Nvme,onboard,,20690000,23660000,no,0,https://laptoptv.vn/new100-lenovo-ideapad-slim-3-15-2025-amd-zyzen-7-8745hs-16gb-512gb-15-1-inch-2k-oled-165hz
44712861,[Like New] Acer Nitro 5 AN515-57 Core i9-11900H | 16GB | 512GB | RTX 3050 | 15.6 inch FHD 144hz,Acer,Laptop,Gaming,Likenew,6 Tháng,intel Core i9-11900H,16GB DDR4,512GB SSD NVMe PCIe,NVIDIA RTX3050,15.6 inch FHD,20880000,23799000,no,0,https://laptoptv.vn/laptop-cu-gaming-acer-nitro-5-an515-57-core-i9-11900h-16gb-512gb-rtx3050-2-5k-165hz
44712648,[Like New] Laptop Acer Nitro 5 Tiger AN515-58 Core i7-12700H | 16GB | 512GB | RTX 3050TI | 15.6 inch FHD 144Hz | Led RGB,Acer,Laptop,Gaming,Likenew,6 Tháng,intel Core i7-12700H,16GB DDR4 3200 MHz,512GB NVMe PCIe,NVIDIA RTX3050Ti,15.6 inch 2.5K 165Hz,21690000,26780000,no,0,https://laptoptv.vn/acer-nitro-5-tiger-an515-58-core-i7-12700h-16gb-512gb-15-6-2-5k-165hz-rtx-3060-led-rgb
44712752,Like new Lenovo Legion 5 Ryzen 7-5800HS | 16GB | 512GB | RTX 3050 4Gb| 15.6 inch,Lenovo,Laptop,Gaming,Likenew,6 Tháng,AMD Ryzen 7-5800HS,16GB DDR4,512GB NVMe,RTX 3060,15.6 Inch 2K 165Hz,21890000,29890000,no,0,https://laptoptv.vn/laptop-cu-gaming-lenovo-legion-5-ryzen-7-5800hs-16gb-512gb-rtx-3060-6gb-2k
44712681,[New100%] Laptop Dell Gaming G15 5525 Ryzen 7-6800H | 16GB | 512GB | 3050TI | 15.6 inch FHD 120Hz,Dell,Laptop,Gaming,Mới,12 Tháng,Ryzen 7-6800H,16GB DDR4,512GB M.2 PCIe NVMe,NVIDIA RTX 3050Ti 4GB,15.6 inch FHD 120Hz,21890000,28160000,no,0,https://laptoptv.vn/dell-gaming-g15-5525-ryzen-7-6800h-16gb-512gb
46694179,[New100%] Lenovo Ideapad Pro 5 2024 Ryzen 5-8645HS | 16GB | 512GB |  RTX 3050 6GB | 16 inch OLED 120Hz 100% sRGB,Lenovo,Laptop,Cao cấp,Mới,12 Tháng,AMD Ryzen 5-8645HS,16GB DDR4,512GB Nvme,onboard,16 inch OLED 120Hz,21989000,29860000,no,0,https://laptoptv.vn/new100-lenovo-ideapad-pro-5-2024-ryzen-5-8645hs-16gb-512gb-rtx-3050-6gb-16-inch-oled-120hz-100-srgb
44712680,Laptop cũ Dell Gaming G15 5515 Ryzen 7-5800H | 8GB | 256GB | 3050TI | 15.6 inch FHD,Dell,Laptop,Gaming,Cũ,6 Tháng,Ryzen 5-5600H,8 GBDDR4 3200 MHz,256 GB SSD NVMe PCIe,NVIDIA RTX 3050 TI 4GB,15.6 inch FHD 120Hz,22390000,25860000,no,0,https://laptoptv.vn/dell-gaming-g15-5515-ryzen-7-5800h-8gb-512-gb-3050ti
44712972,[Like new] Dell Gaming G15 5520 Core i5-12500H | 16GB | 512GB | RTX 3050 |  15.6 inch FHD 120Hz,Dell,Laptop,Gaming,Likenew,6 Tháng,Intel Core i5-12500H,16GB DDR4,512GB NVMe,RTX 3050,15.6 inch FHD 120Hz,22490000,21380000,no,0,https://laptoptv.vn/like-new-dell-gaming-g15-5520-core-i5-12500h-8gb-512gb-rtx-3050-15-6-inch-fhd-120hz
44712774,[Like New] Lenovo Legion 5 2021 (Y7000) Core i5-11400H | 16GB | 512GB | RTX 3050 | 15.6 inch FHD,Lenovo,Laptop,Gaming,Likenew,6 Tháng,Intel Core i5-11400H,16GB DDR4,512GB NVMe,Nvidia GTX 1650Ti,15.6 inch,22490000,25680000,no,0,https://laptoptv.vn/laptop-cu-gaming-lenovo-legion-y7000-2021-core-i5-11400h-16gb-512gb-rtx-3050-4gb-15-6-fhd
56426445,[New 100%] Laptop HP Victus 15-fb3093dx AMD Ryzen 7-7445HS| 16GB | 512GB | RTX 4050 6GB | 15.6 inch FHD 144Hz,HP,Laptop,Gaming,Mới,12 Tháng,AMD Ryzen 7 7445HS,8GB,512GB,,15.6 inch FHD 144hz,22580000,26890000,no,0,https://laptoptv.vn/new-100-laptop-hp-victus-15-fb3093dx-amd-ryzen-7-7445hs-16gb-512gb-rtx-4050-6gb-15-6-inch-fhd-144hz
66534721,[Like new] Dell AlineWare X14 R1 Core i7-12700H | 16GB | 1TB | 14.0 Inch FHD 144Hz | RTX 3050Ti,Dell,Laptop,Gaming,Likenew,6 Tháng,Intel Core i7-12700H,16GB DDR5,1TB NVMe,NVIDIA RTX 3050Ti,14.0 inch FHD 144Hz,22990000,35980000,no,0,https://laptoptv.vn/like-new-dell-alineware-x14-r1-core-i7-12700h-16gb-1tb-14-0-inch-fhd-144hz-rtx-3050ti
56994680,[New100%] Lenovo Ideapad Slim 5 2025 | XiaoXin Pro 16C | Ryzen 7 H 255 | 24GB | 1TB | 16inch  2.8K OLED 120Hz,Lenovo,Laptop,Cao cấp,Mới,12 Tháng,AMD Ryzen 7 H 255,16GB DDR4,1TB M.2 PCIe NVMe,onboard,,23180000,26680000,no,0,https://laptoptv.vn/new100-lenovo-ideapad-slim-5-2025-xiaoxin-pro-16c-ryzen-7-h-255-24gb-1tb-14inch-2-8k-oled-120hz
44712970,[Like new] Dell Gaming G15 5520 Core i7-12700H | 8GB  | 512GB | RTX 3060 | 15.6 inch FHD FHD 120Hz,Dell,Laptop,Gaming,Likenew,6 Tháng,Intel Core i7-12700H,8GB DDR4,512GB NVMe,RTX 3050,15.6 inch FHD 120Hz,23490000,26880000,no,0,https://laptoptv.vn/like-new-dell-gaming-g15-5520-core-i7-12700h-8gb-512gb-rtx-3050-15-6-inch-fhd-fhd-120hz
44712713,[Like New] Laptop Gaming Acer Nitro 5 Tiger AN515-58 Core i9-12900H | 16GB | 512GB | RTX 3060 | 15.6 inch 2.5K Led RGB,Acer,Laptop,Gaming,Likenew,6 Tháng,Intel Core i9-12900H,16GB DDR4,512GB NVMe PCIe,NVIDIA® GeForce RTX™ 3060 6GB GDDR6,15.6 inch 2.5K 165Hz,23680000,27990000,no,0,https://laptoptv.vn/like-new-laptop-gaming-acer-nitro-5-tiger-an515-58-core-i9-12900h-16gb-512gb-rtx-3060-15-6-inch-2-5k-led-rgb
46536098,[New 100%] Asus TUF A16 Ryzen 7-7735HS | 32GB | 1TB | RX7700S 8GB | 16 inch FHD+ 165Hz,Asus,Laptop,Gaming,Mới,12 Tháng,AMD Ryzen 7-7735HS,32GB DDR5,NVMe 1TB,AMD RX 7700S,16 inch FHD+ 165Hz,23890000,29750000,yes,0,https://laptoptv.vn/new-100-asus-tuf-a16-ryzen-7-7735hs-32gb-1tb-rx7700s-8gb-16-inch-fhd-165hz
60354568,[New100%] Laptop Lenovo LOQ 2024 15ARP9 Ryzen 5-7235HS | 12GB | 512GB | RTX 4050 6GB | 15.6 inch FHD 144hz,Lenovo,Laptop,Gaming,Mới,12 Tháng,AMD Ryzen 5-7235HS,12GB DDR5,512GB NVMe,Nvidia Geforce RTX 4050,15.6 inch 144Hz,25190000,30990000,no,0,https://laptoptv.vn/new100-laptop-lenovo-loq-2024-15arp9-ryzen-5-7235hs-12gb-512gb-rtx-4050-6gb-15-6-inch-fhd-144hz
44712729,Laptop Gaming cũ Acer Predator Triton 300 SE Core i7-11375H | 16GB | 512GB | RTX 3050Ti 4GB | 14 inch FHD,Acer,Laptop,Gaming,Cũ,6 Tháng,Intel Core i7-11375H,16GB DDR4,512GB M.2 PCIe NVMe,NVIDIA RTX 3050Ti 4GB,14 inch FHD,25590000,28190000,no,0,https://laptoptv.vn/acer-predator-triton-300-se-core-i7-11375h-16gb-512gb-3050ti
46690723,[New 100%] Acer Nitro V Ryzen 5 7535HS | 16GB | 512GB | 15.6 FHD 144hz | RTX 4050 6GB,Acer,Laptop,Gaming,Mới,12 Tháng,AMD Ryzen 5- 7535HS,16GB DDR5,512GB NVMe PCIe,NVIDIA RTX4050,15.6 inch 144Hz,25680000,29980000,no,0,https://laptoptv.vn/ref-acer-nitro-5-i7-13620h-16gb-512gb-rtx4060-8gb-15-6-inch-fhd-144hz
44712734,Laptop Gaming cũ ASUS ROG Strix G15 Ryzen 9-5900HX | 16GB | 512GB | RTX 3060 Mobile | 15.6 Inch 2K 165Hz,ASUS,Laptop,Gaming,Cũ,6 Tháng,AMD Ryzen 9-5900HX,16GB 3200MHz DDR4,512GB PCIe NVMe,NVIDIA RTX 3060 Mobile,15.6 Inch 2K 165Hz,25880000,30560000,no,0,https://laptoptv.vn/asus-rog-strix-g15-ryzen-9-5900hx-ram-16gb-ssd-512gb-rtx-3060-15-6-inch-2k-165hz
44712891,[New 100%] Asus TUF A15 Ryzen 7-7435HS | 16GB | 512GB | RTX 4060 8GB | 15.6 inch FHD IPS 144Hz,Asus,Laptop,Gaming,Mới,12 Tháng,AMD Ryzen 7-7435HS,16GB DDR4,512GB NVMe,RTX 4060 8GB,15.6 inch 144Hz,25990000,28990000,no,0,https://laptoptv.vn/laptop-cu-gaming-asus-tuf-a15-ryzen-7-7435hs-16gb-512gb-rtx-4060-8gb-15-6-fhd-ips-144hz
44712730,Laptop Gaming cũ Acer Predator Triton 500 SE Core I7-11800H | 16GB | 512GB | RTX 3060 | 16 inch 2K,Acer,Laptop,Gaming,Cũ,6 Tháng,Intel Core i7-11800H,16GB DDR4,512GB M.2 PCIe NVMe,NVIDIA RTX 3060,16 inch 2K,26490000,30590000,no,0,https://laptoptv.vn/acer-predator-triton-500-se-core-i7-11800h-16gb-512gb-3060
56900774,[New 100%] HP Victus 16-r0360TX Core i7-13620H | 16GB | 1TB | RTX 4060 8GB | 16 inch 2K+ 240Hz,HP,Laptop,Gaming,Mới,12 Tháng,i7-13620H,8GB,1TB NVMe PCIe,,15.6 inch FHD 144hz,26680000,30890000,no,0,https://laptoptv.vn/new-100-hp-victus-16-r0360tx-core-i7-13620h-16gb-1tb-rtx-4060-8gb-16-inch-2k-240hz
44712727,Laptop Gaming cũ Acer Predator Helios 300 Core i7-11800H | 16GB SSD | 512GB | RTX 3060 | 15.6 inch FHD 144Hz,Acer,Laptop,Gaming,Cũ,6 Tháng,Intel Core i7-11800H,16GB DDR4,512GB M.2 PCIe NVMe,NVIDIA RTX 3060,15.6 inch FHD,26790000,28190000,no,0,https://laptoptv.vn/acer-predator-helios-300-core-i7-11800h-16gb-512gb-rtx-3060
44712677,Laptop cũ Asus ROG Zephyrus G14 Ryzen 7-5800HS | 16GB | 512GB | RTX 3050 | 15.6 inch FHD 144Hz,Asus,Laptop,Gaming,Cũ,6 Tháng,Ryzen 7-5800HS,16GB DDR4 2666MHz,512GB M.2 PCIe NVMe Class 35,NVIDIA RTX 3060 6GB,"14.0"" FHD (1920 x 1080) 144Hz",27690000,28690000,no,0,https://laptoptv.vn/asus-rog-zephyrus-g14-ryzen-7-5800hs-16gb-512gb
81089117,[Like New] Acer Predator PHN16-71-5606 Core i5-13500HX | 16GB | 512GB | RTX 4050 | 16 inch FHD,Acer,Laptop,Gaming,Likenew,6 Tháng,Intel Core i5-13500HX,16GB DDR5,512GB NVMe,NVIDIA RTX 4060 8GB,16 inch 2.5K,27890000,29980000,no,0,https://laptoptv.vn/like-new-acer-predator-phn16-71-5606-core-i5-13500hx-16gb-512gb-rtx-4050-8gb-16-inch-fhd
66535024,[Like New] Acer Predator PHN16-71-5606 Core i5-13500HX | 16GB | 512GB | RTX 4060 (8GB) | 16 inch 2.5K,Acer,Laptop,Gaming,Likenew,6 Tháng,Intel Core i5-13500HX,16GB DDR5,512GB NVMe,NVIDIA RTX 4060 8GB,16 inch 2.5K,29490000,32180000,no,0,https://laptoptv.vn/like-new-acer-predator-phn16-71-5606-core-i5-13500hx-16gb-512gb-rtx-4060-8gb-16-inch-2-5k
44712779,[New100%] Laptop Lenovo LOQ 2024 Ryzen 7-7840HS | 16GB | 512GB | RTX 4050 6GB | 15.6 inch FHD 144hz,Lenovo,Laptop,Gaming,Mới,12 Tháng,AMD Ryzen -7840HS,16GB DDR4,512GB NVMe,Nvidia RTX 4050 6G,15.6 inch 144Hz,29490000,29890000,no,0,https://laptoptv.vn/new100-laptop-lenovo-loq-2024-ryzen-7-7840hs-16gb-512gb-rtx-4050-6gb-15-6-inch-fhd-144hz
44712737,[New100%] Laptop Gaming Asus TUF F15 Core i7-13620H | 16GB | 512GB | RTX 4060 | 15.6 inch FHD,Asus,Laptop,Gaming,Mới,12 Tháng,Inel Core i7-13620H,16GB DDR5,512GB M.2 PCIe NVMe,NVIDIA RTX 4060,15.6 inch FHD,29780000,31990000,no,0,https://laptoptv.vn/asus-tuf-f15-core-i7-13620h-16gb-512gb-rtx-4060
44712775,[New100%] Laptop Lenovo LOQ 2024 15ARP9 Ryzen 7-7435HS | 16GB | 512GB | RTX 4060 8GB | 15.6 inch FHD 144hz,Lenovo,Laptop,Gaming,Mới,12 Tháng,AMD Ryzen 7-7435HS,16GB DDR4,512GB Nvme,NVIDIA RTX 4060,15.6 inch 144Hz,29880000,32890000,no,0,https://laptoptv.vn/new100-laptop-lenovo-loq-2024-15arp9-ryzen-7-7435hs-16gb-512gb-rtx-4060-8gb-15-6-inch-fhd-144hz
44712726,[New100%] Laptop Gaming Acer Predator Helios Neo 2023 Core i7-13700HX | 16GB | 512GB | RTX 4050 6GB | 15.6 inch FHD 165Hz,Acer,Laptop,Gaming,Mới,12 Tháng,Intel Core i7-13700HX,16GB DDR5,512GB M.2 PCIe NVMe,NVIDIA RTX 4050 6GB,15.6 inch FHD,29880000,35690000,no,0,https://laptoptv.vn/acer-predator-helios-neo-2023-core-i7-13700hx-16gb-512gb-rtx-4050
