id,name,vendor,type,segment,condition,warranty_tag,cpu,ram,ssd,gpu,screen,price,compare_at,stock_tracked,qty,url
56608013,[Like New]Dell Latitude 9520 2in1 Core i7-1185G7 | 16GB | 256GB | 15.6 inch FHD Cảm ứng,Dell,Laptop,Xoay gập,Likenew,6 Tháng,Intel Core i7-1185G7,16GB onboard,512GB NVMe PCIe,Intel Iris Xe Graphics,15 inch FHD Cảm ứng,15880000,18890000,no,0,https://laptoptv.vn/like-new-dell-latitude-9520-2in1-core-i7-1185g7-16gb-256gb-15-6-inch-fhd-cam-ung
54409135,[New 100%] HP OmniBook 5 Flip 2in1  Core 5 120U | 8GB | 512GB | 14inch FHD + Touch | Glacier Silver,HP,Laptop,Xoay gập,Mới,12 Tháng,Core 5-120U,,512GB NVMe PCIe,Intel Graphics,14 inch Cảm ứng,15890000,19980000,yes,3,https://laptoptv.vn/hp-omnibook-5-flip-2in1-core-5-120u-8gb-512gb-14inch-fhd-touch-glacier-silver
44712939,[Like new] Laptop Dell Inspiron 5430 Core i5-1340P | 16GB | 512GB | 14 inch 2.5K,Dell,Laptop,Cao cấp,Likenew,6 Tháng,Intel Core i5-1340P,16GB DDR4,512GB NVMe,Intel Graphics,14 inch 2K,16680000,17990000,yes,3,https://laptoptv.vn/new-100-laptop-dell-inspiron-5430-core-i5-1340p-16gb-512gb-man-hinh-14-inch-2k
86956872,[Like New]Dell Latitude 9520 2in1 Core i7-1185G7 | 16GB | 512GB | 15.6 inch FHD Cảm ứng,Dell,Laptop,Xoay gập,Likenew,6 Tháng,Intel Core i7-1185G7,16GB onboard,512GB NVMe PCIe,Intel Iris Xe Graphics,15 inch FHD Cảm ứng,16880000,19890000,no,0,https://laptoptv.vn/like-new-dell-latitude-9520-2in1-core-i7-1185g7-16gb-512gb-15-6-inch-fhd-cam-ung
55074931,Laptop cũ Asus TUF A15 FA506QM Ryzen 7-5800H | 16GB | 512G | RTX 3050TI | 15.6 inch FHD 144Hz,Asus,Laptop,Gaming,Cũ,6 Tháng,AMD Ryzen 7- 5800H,16GB DDR4,512GB NVMe,RTX 3050Ti,15.6 inch 144Hz,16980000,20590000,yes,5,https://laptoptv.vn/laptop-cu-asus-tuf-a15-fa506qm-ryzen-7-5800h-16gb-512g-rtx-3050ti-15-6-inch-fhd-144hz
46525461,[New 100%] Asus Vivobook S 14 Q423SA-U5512 Core Ultra 5 226V | 16GB | 512GB | Intel Arc Graphics | 14 inch  FHD+ OLED,Asus,Laptop,Cao cấp,Mới,12 Tháng,Core Ultra 5 226V,16GB DDR5,512GB NVMe,Intel Arc Graphics,14 inch FHD+ OLED,16980000,19990000,yes,3,https://laptoptv.vn/new-100-asus-vivobook-s-14-q423sa-u5512-core-ultra-5-226v-16gb-512gb-intel-arc-graphics-14-inch-fhd-oled
44713030,[Like New] Dell Precision 5550 Core i7-10850H [10750H] | 16GB | 512GB | T2000 | 15.6 inch FHD,Dell,Laptop,Đồ hoạ,Likenew,6 Tháng,Intel Core i7,16GB DDR4,512GB NVMe,Quardo T2000,15.6 inch FHD,17680000,22480000,yes,9,https://laptoptv.vn/laptop-cu-precision-5550-core-i7-10850h-16gb-512gb-t2000
44712776,[Like New] Dell XPS 9310 2in1  Core i7-1165G7 | 16GB | 256GB | 13 inch FHD+ Cảm ứng,Dell,Laptop,Xoay gập,Likenew,6 Tháng,Intel Core i7,16GB,256GB,Intel Graphics,13.3 inch,17980000,25990000,yes,7,https://laptoptv.vn/laptop-cu-cao-cap-dell-xps-9310-2in1-cam-ung-core-i7-1165g7-16gb-256gb-man-hinh-13-inch-fhd
44712668,[Like New] Laptop Dell Latitude 9430 2in1 Core i7-1265U | 16GB | 256GB | Iris Xe Graphic | 14 inch 2K Cảm ứng,Dell,Laptop,Xoay gập,Likenew,6 Tháng,Intel Core I7 1265U,16G DDR5 bus 5200,256GB SSD NVMe,Intel Iris Xe Graphics,14 inch 2.2K Cảm ứng,18880000,24580000,yes,3,https://laptoptv.vn/dell-latitude-9430-2in1-core-i7-1265u-16gb-256gb-14-inch-2k-cam-ung
59237558,Laptop cũ Dell Precision 7550 Xeon W-10855M | 16GB | 512GB | RTX 3000| 15.6 inch FHD,Dell,Laptop,Đồ hoạ,Cũ,6 Tháng,Xeon W-10855M,16GB,512GB NVMe PCIe,NVIDIA RTX 3000,15.6 inch FHD,18890000,24600000,no,0,https://laptoptv.vn/laptop-cu-dell-precision-7550-xeon-w-10855m-32gb-512gb-rtx-3000-15-6-inch-fhd
44712714,[Like New] Acer Nitro 5 Tiger Core i5-12500H | 16GB | 512GB | RTX 3050 | 15.6 inch FHD 165Hz,Acer,Laptop,Gaming,Likenew,6 Tháng,Intel Core i5 - 12500H,16GB DDR4,512GB NVMe PCIe,NVIDIA RTX 3050TI,15.6 inch FHD 165Hz,19680000,21560000,yes,2,https://laptoptv.vn/acer-nitro-5-tiger-core-i5-12500h-16gb-512gb-3050-165hz
55954376,[Like New] Laptop Dell Latitude 9430 2in1 Core i7-1265U | 32GB | 256GB | Iris Xe Graphic | 14 inch 2K Cảm ứng,Dell,Laptop,Xoay gập,Likenew,6 Tháng,Intel Core I7 1265U,32GB DDDR5,256GB SSD NVMe,Intel Iris Xe Graphics,14 inch 2.2K Cảm ứng,20880000,27580000,yes,2,https://laptoptv.vn/like-new-laptop-dell-latitude-9430-2in1-core-i7-1265u-32gb-256gb-iris-xe-graphic-14-inch-2k-cam-ung
59237314,Laptop cũ Dell Precision 7550 Core™ i7-10850H | 32GB | 512GB | RTX 3000| 15.6 inch FHD,Dell,Laptop,Đồ hoạ,Cũ,6 Tháng,Intel Core i7-10750H,16GB,512GB NVMe PCIe,NVIDIA RTX 3000,15.6 inch FHD,20980000,29600000,no,0,https://laptoptv.vn/laptop-cu-dell-precision-7550-core-i7-10850h-32gb-512gb-rtx-3000-15-6-inch-fhd
57767599,[New 100%] Laptop Dell Inspiron 7440 2in1 Core 5-120U | 16GB | 512GB | 14 inch FHD Cảm ứng,Dell,Laptop,Xoay gập,Mới,12 Tháng,Intel Core 5-120U,16GB DDR4,512GB NVMe,Intel® Graphics,14 inch FHD Cảm ứng,23880000,25990000,yes,7,https://laptoptv.vn/new-100-laptop-dell-inspiron-7440-2in1-core-5-120u-16gb-512gb-14-inch-fhd-cam-ung
54409449,[New100%] HP OmniBook X Flip 2in1  Ryzen AI 5 340 | 16GB | 512GB | 14 inch FHD+ Touch | Meteor Silver,HP,Laptop,Xoay gập,Mới,12 Tháng,Ryzen AI 5 340,8GB DDR5,512GB NVMe PCIe,Intel Graphics,14 inch Cảm ứng,24280000,26980000,yes,8,https://laptoptv.vn/hp-omnibook-x-flip-2in1-ryzen-ai-5-340-16gb-512gb-14-inch-fhd-touch-meteor-silver
57801685,[New100%] HP OmniBook X Flip 2-in-1 14-fm0013dx 2025 Core Ultra 5 226V | 16GB | 512G | Intel Arc 130V | 14 icnh 2K Touch,HP,Laptop,Xoay gập,Mới,12 Tháng,Ryzen AI 7 350,16GB DDR5,512GB NVMe PCIe,Intel Graphics,14 inch 2K Cảm ứng,24990000,27890000,no,0,https://laptoptv.vn/new100-hp-omnibook-x-flip-2-in-1-14-fm0013dx-2025-core-ultra-5-226v-16gb-512g-intel-arc-130v-14-icnh-2k-touch
55071332,[New 100%] Laptop Dell Inspiron 7445 2in1 Ryzen 7  - 8840HS | 16GB | 1TB | AMD Radeon Graphics | 14 inch FHD+ Touch,Dell,Laptop,Xoay gập,Mới,12 Tháng,AMD Ryzen™ 5 8840HS,8GB,1TB M.2 PCIe NVMe,AMD Radeon™ Graphics,14.0-inch 16:10 FHD+ (1920 x 1200) Touch 250nits WVA Display with ComfortView Support,25390000,28990000,yes,5,https://laptoptv.vn/new-100-laptop-dell-inspiron-7445-2in1-2024-ryzen-7-8840hs-16gb-1tb-amd-radeon-graphics-14-inch-fhd-touch
60481468,[New100%] HP Omnibook X Flip 16-as0023dx | Ultra 7 256V | Ram 16GB | SSD 1TB | Màn 16 FHD+ Touch,HP,Laptop,Xoay gập,Mới,12 Tháng,Core Ultra 7 256V,16GB DDR5,1TB NVMe PCIe,Intel Graphics,14 inch 2K Cảm ứng,25480000,29980000,no,0,https://laptoptv.vn/new100-hp-omnibook-x-flip-14-fm0023dx-2025-core-ultra-7-256v-16gb-1tb-intel-arc-140v-14-icnh-2k-touch
55573269,[New100%] HP OmniBook X Flip 2in1  Ryzen AI 7 350 | 24GB | 1TB | 14 inch FHD+ Touch | Meteor Silver,HP,Laptop,Xoay gập,Mới,12 Tháng,Ryzen AI 7 350,24GB DDR4,1TB NVMe PCIe,Intel Graphics,14 inch Cảm ứng,26490000,29980000,yes,5,https://laptoptv.vn/new100-hp-omnibook-x-flip-2in1-ryzen-ai-7-350-24gb-1tb-14-inch-fhd-touch-meteor-silver
